,tweet,created_at
272,Eddie the sea otter: Famous slam-dunking animal dies  https://bbc.in/2CrlIY8 ,1545355121000
273,Chile police chief asked to resign over Mapuche killing https://bbc.in/2EBd5fd ,1545353520000
274,Deal or no deal? EU bewildered by Brexit confusion https://bbc.in/2ECU4sz ,1545351308000
275,Africa's week in pictures: 14-20 December 2018 https://bbc.in/2Crs5ee ,1545350751000
276,Sudan protests turn deadly as demonstrators clash with police https://bbc.in/2CpC1ou ,1545345446000
277,Ex-Argentina president Cristina Fernández de Kirchner faces corruption trial https://bbc.in/2ExJl2C ,1545344857000
278,DR Congo presidential election postponed for a week https://bbc.in/2CqXL3c ,1545335810000
279,US withdrawal from Syria leaves Kurds backed into a corner https://bbc.in/2EBbVAf ,1545335522000
280,Jazz guitarist Musa Manzini plays through brain surgery https://bbc.in/2EAH2vW ,1545333187000
281,New sinkhole opens up in Monaghan https://bbc.in/2Cs1WMb ,1545333049000
282,Hungary president signs controversial 'slave law' https://bbc.in/2CqAA9m ,1545332052000
283,German airports on alert amid spying reports at Stuttgart https://bbc.in/2Cqtguo ,1545328612000
284,No deal Brexit 'could see Isle of Man face fruit shortages' https://bbc.in/2EBU5gn ,1545327133000
285,Irish president signs bill legalising abortion https://bbc.in/2EAHXML ,1545326868000
286,"New York police bill innocent man $4,600 for rectal probe https://bbc.in/2ExpZea ",1545325826000
287,Egyptian court acquits 43 NGO workers in 'foreign funding' case https://bbc.in/2EBOUgO ,1545325108000
288,'Disorientated' birds found dead in St Helier https://bbc.in/2EwhAaV ,1545324966000
289,Chinese hackers 'linked to Beijing government' https://bbc.in/2CppVMb ,1545321371000
290,Brexit: Leo Varadkar warns against UK customs changes https://bbc.in/2Eye0Nj ,1545321071000
291,Vandalism at Isle of Man beauty spot condemned https://bbc.in/2EyNcwv ,1545320792000
292,Albania expels Iran envoy in 'terror' row https://bbc.in/2EzAbCL ,1545319760000
293,Trump supporters' anger at his 'retreat' on border wall https://bbc.in/2EwWbyh ,1545318900000
294,Putin: West disrespecting voters' choices of Trump and Brexit https://bbc.in/2CpiPad ,1545317888000
295,US bank 'sorry' for calling police on black man cashing pay cheque https://bbc.in/2CqDL0I ,1545316048000
296,Why are Kashmiris sharing photos of traditional dress? https://bbc.in/2EzREew ,1545312113000
297,Brexit: No extra animal checks at start of no-deal outcome https://bbc.in/2EzrDvM ,1545311844000
298,Army bomb experts at Dublin family courts https://bbc.in/2Cp4QRL ,1545310941000
299,"Inside the palace of a dictator, now lying in ruin  [Tap to expand]  http://bbc.in/2Eqm4j4  pic.twitter.com/TfClnRMmXS",1545309887000
300,US passes first anti-lynching law after Senate vote https://bbc.in/2Cp1yyb ,1545309741000
301,Uganda's president says Miss World Africa should flaunt natural hair https://bbc.in/2EAQDD1 ,1545308948000
302,"""Ho! ho! ho! Hi! Merry Christmas""   Barack Obama pays a surprise visit to staff, patients and their parents at a children's hospital in Washington DC 🎅🎁  [tap to expand]  http://bbc.in/2EANSSb  pic.twitter.com/pMf0xUfh6O",1545307087000
303,Surprise and triumph in Mideast media over US withdrawal  https://bbc.in/2Ezfbw2 ,1545305938000
304,Morocco murders: Three arrested over 'bestial' tourist killings https://bbc.in/2CoTJs5 ,1545305934000
305,Japan 'to leave whaling commission to resume hunting' https://bbc.in/2CqNPXH ,1545303588000
306,Isle of Man national stadium closed on 'safety grounds' after gales https://bbc.in/2CoGp6Z ,1545300144000
307,US Syria pullout 'harms anti-IS fight' https://bbc.in/2CpKyro ,1545300140000
308,Animal testing: US Senate bill seeks an end to kitten research deaths https://bbc.in/2CpWwRG ,1545298700000
309,What's the UN global compact on migration? https://bbc.in/2EzYkJl ,1545290099000
310,Irish government's 'stark' no-deal #Brexit plan unveiled https://bbc.in/2Cp6DGE ,1545290057000
311,Yemeni mum arrives in US to visit dying son in California https://bbc.in/2CnFaF8 ,1545279784000
312,Syria conflict: Trump's withdrawal plan shocks allies https://bbc.in/2CnCqYm ,1545278227000
313,Sydney seaplane crash: Passenger photos give clues to final moments https://bbc.in/2EyJXFu ,1545270206000
314,PewDiePie v T-Series: The battle to be king of YouTube https://bbc.in/2EyETRu ,1545266857000
315,Crown Dependencies try to shake off EU 'tax haven' tag https://bbc.in/2CpMEI1 ,1545265712000
316,Cuban baseball players allowed in MLB without defecting https://bbc.in/2CpAsHf ,1545260799000
317,Flights at London's Gatwick Airport are halted amid reports of drone sighting https://bbc.in/2CpETSd ,1545259317000
318,'Alone in the world': Canada squeezed by superpowers in Huawei dispute https://bbc.in/2Co0xWN ,1545259203000
319,Lula jailing: Brazil judge ruling offers hope to ex-president https://bbc.in/2CmNJjE ,1545256921000
320,KBC bank protest staged by Irish politicians over evictions https://bbc.in/2Co7Bmn ,1545247028000
321,Der Spiegel reporter Claas Relotius sacked over 'invented' stories https://bbc.in/2EuuE0u ,1545246790000
322,George HW Bush's sponsorship of Filipino child detailed in letters https://bbc.in/2ExNeVu ,1545246431000
323,Looking for China's spies – how big a threat is Chinese espionage to the West?  https://bbc.in/2ExLvQ0  pic.twitter.com/7Vo3O2j8J5,1545244416000
324,Dutch girl shot dead in Rotterdam school bike-shed https://bbc.in/2EtBNhz ,1545244400000
325,Nevada makes history with first female-majority legislature https://bbc.in/2Ex0bPg ,1545242054000
326,Israel urges UN action over Hezbollah 'attack tunnels' https://bbc.in/2EwNow7 ,1545241724000
327,Girl 'too old for toys' uses £100 voucher to buy Christmas gifts for children's ward  https://bbc.in/2CmL35J ,1545241277000
328,Syria conflict: Trump troop pullout raises questions https://bbc.in/2CnUnpJ ,1545240892000
329,Subtle Asian Traits: When memes become a diaspora phenomenon https://bbc.in/2CmI8tJ ,1545239890000
330,Pygmies still hunt and gather in Congo rainforests – a traditional way of life that survived the brutality of the colonial era  [Tap to expand]  https://bbc.in/2CmCoQq  pic.twitter.com/OqtHxTx4AB,1545239191000
331,"Korean Air 'nut rage' flight attendant awarded $18,000 https://bbc.in/2EudS1w ",1545239133000
332,Bad weather stops car made from plastic waste from reaching the South Pole   http://bbc.in/2EuKYOI  pic.twitter.com/lbLHDY3uLw,1545233283000
333,Two men arrested in connection with Roscommon house attack  https://bbc.in/2CnKZT4 ,1545232584000
334,😖  Public offer support and donations to help overworked Taiwan man pay for repairs after he crashed into three Ferraris   http://bbc.in/2EsYwKF  pic.twitter.com/DCrmBk6u3y,1545232025000
335,"Winter fuel bonus to be paid to 2,300 'vulnerable' people on Isle of Man https://bbc.in/2Ex1r56 ",1545230922000
336,A third Canadian citizen has been detained in China https://bbc.in/2Etzb30 ,1545230599000
337,US 'planning to withdraw Syria troops' https://bbc.in/2EsSd9X ,1545229019000
338,Cathedral Isle of Man in Peel installs CCTV after 'relentless vandalism' https://bbc.in/2ClJpkG ,1545227452000
339,Brexit: Leo Varadkar says Brexit is a 'major threat' to Ireland https://bbc.in/2CoCkQj ,1545227177000
340,US Senate passes sweeping criminal justice reform bill https://bbc.in/2Ew43js ,1545226570000
341,Tanzania's Diamond Platnumz banned from performing https://bbc.in/2EvWPMj ,1545226481000
342,Italy budget deal struck with Europe after months-long row https://bbc.in/2ClMUaS ,1545223207000
343,Sympathy for overworked Taiwan man who ploughed into Ferraris https://bbc.in/2EvXRYH ,1545223192000
344,"Egypt to bail Amal Fathy, jailed for 'fake news' after harassment complaint https://bbc.in/2CmQjGs ",1545219838000
345,EU to reveal no-deal #Brexit plans https://bbc.in/2Cm8lsr ,1545217410000
346,Grace Mugabe faces South Africa arrest warrant https://bbc.in/2EtjZ6e ,1545215469000
347,Elon Musk unveils prototype high-speed LA transport tunnel https://bbc.in/2Co1kHz ,1545205756000
348,"""Best Christmas present ever""  US Air Force dad surprises his daughters as a dolphin mascot 🐬  [tap to expand]  http://bbc.in/2CmQVfg  pic.twitter.com/mgGRFAiPeO",1545205535000
349,How Greenland could become China's Arctic base https://bbc.in/2ErzdIV ,1545203829000
350,Vanuatu uses drones to deliver vaccines to remote island https://bbc.in/2EvaSlk ,1545198034000
351,European Union diplomatic communications 'targeted by hackers' https://bbc.in/2EtJJzi ,1545197192000
352,Six baby seals found decapitated in New Zealand bay https://bbc.in/2CnGkk3 ,1545191384000
353,Amphibian that buries head in sand named after Donald Trump https://bbc.in/2EvU65u ,1545187279000
354,DR Congo election: Martin Fayulu's ambition to be president https://bbc.in/2CldWip ,1545180996000
355,Why football stars have DR Congo on their mind https://bbc.in/2Clxkf7 ,1545180447000
356,Jailed Catalan speaker Forcadell appeals for freedom https://bbc.in/2CkGIQq ,1545179834000
357,US to ban 'bump stock' gun device used in mass shootings https://bbc.in/2Ckl0Mm ,1545179261000
358,Zimbabwe army used 'unjustifiable' force in post-election clashes https://bbc.in/2Cl5jo5 ,1545176901000
359,Belgium's PM Charles Michel submits resignation amid migration row https://bbc.in/2ClWhan ,1545174030000
360,Yemeni mum granted visa to visit dying son in California https://bbc.in/2Et0c6Q ,1545172076000
361,"""Funny, warm, a true individual"" - tributes to US TV star Penny Marshall who has died aged 75  https://bbc.in/2ClFCnt ",1545166212000
362,Genoa bridge: Renzo Piano to lead new construction https://bbc.in/2CkYrHb ,1545164645000
363,Child abuse victims in Jersey to receive compensation https://bbc.in/2EwNMLn ,1545161852000
364,Crackdown on migrant smuggling networks to the US leads to 49 arrests https://bbc.in/2EujXee ,1545160812000
365,Leo Varadkar accuses Sinn Féin of 'balaclava slip' https://bbc.in/2CkmXsj ,1545160084000
366,"Syria war: Russia, Iran and Turkey fail to agree on new constitution body https://bbc.in/2Es9i3M ",1545159844000
367,Transgender women pray at India's Sabarimala temple https://bbc.in/2EsTo9b ,1545158685000
368,Michael Flynn: Judge suggests ex-Trump aide 'sold out' US https://bbc.in/2EuXe1K ,1545157146000
369,Tucker Carlson loses ads over immigration comments https://bbc.in/2CjFUeq ,1545153179000
370,White House backs down on US government shutdown threat https://bbc.in/2EsBFPf ,1545152691000
371,The 'wary' #MeToo conversation in Australia https://bbc.in/2EvFtiT ,1545151809000
372,Trump's embattled foundation shut down https://bbc.in/2CldAsm ,1545150243000
373,Take a trip on board the 'eye in the sky' watching Syria  [Tap to expand]  http://bbc.in/2ClcxbO  pic.twitter.com/KrQyxVl6JE,1545147101000
374,South Africa's Chicken Licken colonialism of Europe advert banned https://bbc.in/2CkBsMD ,1545141006000
375,Lion King: Petition calls on Disney to drop 'hakuna matata' trademark https://bbc.in/2ClMaTb ,1545139955000
376,Hungary's Fidesz leaders caught out by spontaneous protests https://bbc.in/2Cj8H2K ,1545139875000
377,The warm water fish making their way to British waters https://bbc.in/2CjaVz8 ,1545138361000
378,Hamid Ansari: 'Love-struck' Indian home after Pakistan jail ordeal https://bbc.in/2EtTMEk ,1545138182000
379,'Sexist' nude female skier advert gets icy reception  https://bbc.in/2CjQhih ,1545137970000
380,Spain violence against women: Outrage at teacher's murder https://bbc.in/2EtKfgL ,1545136173000
381,Dublin airport tops 30m passengers so far in 2018 https://bbc.in/2Es3PtG ,1545135147000
382,China's staggering 40 years of change in pictures https://bbc.in/2EsHYCr ,1545134416000
383,Meng Wanzhou: China park rewards Huawei phone owners https://bbc.in/2EtvQkw ,1545132917000
384,"The UN's biggest peacekeeping operation is in DR Congo, but not everyone is happy they're still there after 20 years  [Tap to expand]  http://bbc.in/2Es9nob  pic.twitter.com/gpRdcZIlSw",1545132837000
385,New Zealand to hold cannabis referendum in 2020 https://bbc.in/2ClxAeh ,1545132359000
386,Women shave their heads to protest lawyer's detention in China  [Tap to expand]  http://bbc.in/2Ex0AkX  pic.twitter.com/KsNa92ZqjW,1545125446000
387,Xi Jinping says China 'will never seek hegemony' https://bbc.in/2Cio2k6 ,1545110231000
388,El Salvador court frees woman jailed under anti-abortion laws https://bbc.in/2EtjIjr ,1545105340000
389,"Sark: Ten years of democracy, but is it working? https://bbc.in/2CiTqyZ ",1545103582000
390,Emmanuel Ramazani Shadary: Kabila's choice for DR Congo president https://bbc.in/2Er5orO ,1545097836000
391,Brexit: How Europe does second referendums https://bbc.in/2EukLj5 ,1545095289000
392,Yemen crisis: Hudaydah ceasefire 'broken within minutes' https://bbc.in/2Erstuv ,1545093092000
393,China's pre-Christmas church crackdown raises alarm https://bbc.in/2EqW0V3 ,1545092957000
394,South Africa's 'toxic' race relations https://bbc.in/2EuiFA5 ,1545092039000
395,Poland reinstates Supreme Court judges following EU ruling https://bbc.in/2Ckrta3 ,1545087952000
396,Two Scandinavian women tourists found dead in Morocco https://bbc.in/2EsqLcn ,1545087095000
397,Hungary 'slave law' protesters target state broadcaster https://bbc.in/2ErSeuA ,1545079228000
398,US 'bans Yemen mum from visiting dying toddler in California' https://bbc.in/2CiiKoN ,1545077670000
399,Century old Jersey laws 'devastating' biodiversity  https://bbc.in/2CjecPc ,1545073841000
400,Deer poacher sentenced to watch Bambi in prison https://bbc.in/2Eo9a5n ,1545072556000
401,US shutdown: Empowered Democrats refuse funds for Trump wall https://bbc.in/2ChjFFY ,1545070994000
402,Democrat Chris Coons: Trump sounds 'like a mob boss' https://bbc.in/2EsWpqf ,1545069282000
403,Diavik mine finds 'biggest diamond in North America' https://bbc.in/2Es8v2H ,1545068284000
404,Iraq begins rebuilding of Mosul landmark Great Mosque of al-Nuri https://bbc.in/2Etfl8l ,1545067270000
405,🎥💵 Is a female lead now key to box office success? https://bbc.in/2EonYRw ,1545063136000
406,"Al-Shabab in Somalia: Air strikes kill 62 militants, US says https://bbc.in/2CjQhit ",1545059424000
407,Nigerian military calls for Amnesty International ban https://bbc.in/2ChkpLc ,1545057267000
408,Controversial new labour laws in Hungary have sparked protests - including these politicians staging a sit-in at the state TV headquarters  [Tap to expand]  http://bbc.in/2Cjhulz  pic.twitter.com/IQdWGOl1Zy,1545055691000
409,"E-cigarette use among US teens rises dramatically, study says https://bbc.in/2CjhxOh ",1545055439000
410,Thread 👇 https://twitter.com/BBCNewsGraphics/status/1074641507557236736 …,1545049675000
411,Hungary MPs thrown out of TV office over 'slave laws' protest https://bbc.in/2EnZIim ,1545049622000
412,Political change is coming to the Democratic Republic of the Congo - so what does the future hold?  [Tap to expand]  http://bbc.in/2Es9nob  pic.twitter.com/uDWj372GE9,1545047724000
413,In pictures: Vatican's sand nativity scene https://bbc.in/2ChwgZH ,1545045620000
414,Facebook 'temporarily bans Israeli PM's son over posts' https://bbc.in/2Chj2w5 ,1545045268000
415,Felix Tshisekedi - the man trying to outdo his father to lead DR Congo https://bbc.in/2CgJQNd ,1545037661000
416,#MissPhilippines: Pageant-mad Philippines celebrates Miss Universe win https://bbc.in/2ChM9Q8 ,1545035526000
417,Geoffrey Rush denies misconduct allegations by co-star Yael Stone https://bbc.in/2CidT7a ,1545033288000
418,Ireland: Eight security guards injured in Roscommon house attack https://bbc.in/2Elg1wa ,1545030857000
419,"Delay to Brexit if UK wants new deal, says Irish minister https://bbc.in/2Cj5pNb ",1545029294000
420,Sajjan Kumar: India 'big name' politician jailed for anti-Sikh riots https://bbc.in/2Cj4tIx ,1545026731000
421,Pageant-mad Philippines celebrates Miss Universe win  https://bbc.in/2CgRK97 ,1545025207000
422,Andrew Broad: Australian minister quits amid 'sugar baby' allegations https://bbc.in/2Ci1al0 ,1545024614000
423,Gay Singaporean man wins landmark appeal to adopt surrogate child https://bbc.in/2EpfUjg ,1545021717000
424,Three-year-old assaulted on Delhi bus rape anniversary https://bbc.in/2CgRHu9 ,1545018451000
425,Mexico launches $7.4bn Tren Maya railway project https://bbc.in/2EpXrTC ,1545013478000
426,Saudi Arabia condemns US Senate 'interference' https://bbc.in/2ChKxWw ,1545008782000
427,Trump Russia: Six potential legal problems for the president https://bbc.in/2ChAFfi ,1545006418000
428,"Five things to know this week: All eyes on Russia, and 100 days to Brexit https://bbc.in/2CgCh9l ",1545006279000
429,The Searchers: Mexican women who look for the dead https://bbc.in/2EmIkul ,1545005765000
430,360 video: The patriotic students who want to protect their country https://bbc.in/2EpT5ft ,1545005628000
431,Letter from Africa: How Nigeria's elite avoid 'bad education' https://bbc.in/2Cg1ksO ,1545004997000
432,Hungarians rally again against 'slave laws' https://bbc.in/2Eq8s7r ,1545002029000
433,Brazil 'faith healer' John of God surrenders to police https://bbc.in/2EpKMAj ,1544999162000
434,Narendra Modi: Is hardline Hindu politics failing India's PM? https://bbc.in/2CfJm9U ,1544996821000
435,Strasbourg Christmas market shooting: Fifth victim dies https://bbc.in/2ChD3CQ ,1544992458000
436,Owner who demolished famed San Francisco house must build replica https://bbc.in/2EnED7C ,1544989595000
437,Trump 'to review' Mathew Golsteyn Afghan murder case https://bbc.in/2Ci6OU3 ,1544988892000
438,HQ Trivia co-founder Colin Kroll dead at 35 https://bbc.in/2CfGmum ,1544984514000
439,North Korea condemns latest US sanctions https://bbc.in/2CiaTYp ,1544981689000
440,Dozens of people have been injured in a huge explosion and fire which hit a restaurant in the northern Japanese city of Sapporo  [tap to expand]  http://bbc.in/2Ch2C6Q  pic.twitter.com/RHM31oiNFI,1544978900000
441,Yemen crisis: Hudaydah ceasefire delayed after clashes https://bbc.in/2Ci7icZ ,1544978879000
442,Thousands protest in Brussels over UN migration pact https://bbc.in/2EoMbXG ,1544978874000
443,"Police say Saturday Night Live comedian Pete Davidson is safe, after he wrote a note saying he didn't ""want to be on this earth anymore"" https://bbc.in/2CfNZkh ",1544970987000
444,Japan explosion: 20 reported injured at Sapporo restaurant https://bbc.in/2CfKQAZ ,1544969820000
445,"Take a look inside the tomb of an Egyptian high priest which has remained untouched for 4,400 years  [tap to expand]  http://bbc.in/2CgINg4  pic.twitter.com/0szrwh8OxV",1544965702000
446,No foul play involved in death of baby https://bbc.in/2ChRG9f ,1544965616000
447,Putin wants Kremlin to back rap music and youth culture https://bbc.in/2ChM6nr ,1544963248000
448,Protesting Ethiopian soldiers given jail terms https://bbc.in/2ChMqm1 ,1544961293000
449,Cambodia makes record breaking ivory haul at port https://bbc.in/2EpYHGD ,1544961245000
450,Digger used to rob ATM machine in Co Monaghan https://bbc.in/2Cfy4m1 ,1544959336000
451,John of God: Brazil 'faith healer' considered fugitive https://bbc.in/2EmHe1C ,1544955665000
452,"Mulvaney called Trump 'terrible human being' in 2016, video shows https://bbc.in/2EkBQfz ",1544951896000
453,Ranil Wickremesinghe: Sri Lanka reinstates ousted prime minister https://bbc.in/2Ch8s8F ,1544944958000
454,Ireland and the EU: A special case https://bbc.in/2EpMDVU ,1544943135000
455,Dundalk dad Mark Morris deported to South Africa https://bbc.in/2EmwYq5 ,1544941460000
456,"Nicaragua police beat journalists, reports https://bbc.in/2CgpxiO ",1544937145000
457,How the global trade in tear gas is booming https://bbc.in/2Lm44I0 ,1544920846000
458,How a South African shepherd found a dinosaur graveyard https://bbc.in/2CfdQsT ,1544920598000
459,'Suddenly real': Colour brings new life to archival WW1 photos https://bbc.in/2LlQJzB ,1544920083000
460,Russia-Ukraine sea clash leaves Mariupol port deserted https://bbc.in/2CgvNHm ,1544919678000
461,"Cyclone Owen downgraded, but could reform off Queensland https://bbc.in/2UOnERC ",1544915034000
462,"Archaeologists in Egypt have unveiled the tomb of a high priest, which has remained untouched for 4,400 years. 😲  http://bbc.in/2QTEBuL  pic.twitter.com/mMslsoTzRJ",1544894609000
463,Catholic priest at teenager's funeral condemns suicide https://bbc.in/2RXlTQi ,1544892044000
464,Dublin: Newborn baby's body found on beach https://bbc.in/2QOdwcH ,1544892007000
465,Ryan Zinke: US interior secretary to leave administration https://bbc.in/2RX88B8 ,1544887405000
466,US returns looted Balangiga church bells to Philippines https://bbc.in/2EwHImC ,1544876748000
467,'Yellow-vest' protesters gather on Paris Champs-Elysées https://bbc.in/2S3piNo ,1544872562000
468,Sark: Christmas lights switched on after blackout fear https://bbc.in/2S07kvi ,1544871327000
469,Twenty-eight injured in Lisbon tram crash https://bbc.in/2EwDRGo ,1544866806000
470,Rajapaksa: Sri Lanka's disputed PM resigns amid crisis https://bbc.in/2S33UYG ,1544860317000
471,Ukraine Orthodox priests to establish independent church https://bbc.in/2EvAsaH ,1544852394000
472,Court rules Obamacare is unconstitutional https://bbc.in/2EtDXP7 ,1544850850000
473,Australia recognises West Jerusalem as Israeli capital https://trib.al/A7fsR3f ,1544841368000
474,Yemen war: Can ceasefire deal finally bring peace? https://bbc.in/2RWBP5u ,1544838005000
475,DR Congo elections: Why do voters mistrust electronic voting? https://bbc.in/2Ew9ZK2 ,1544834908000
476,How many terror attacks are by people known to police? https://bbc.in/2S05avF ,1544834744000
477,North Korea's high-tech pursuits: Propaganda or progress? https://bbc.in/2S2AdqX ,1544833403000
478,How Putin's Russia turned humour into a weapon https://bbc.in/2EvCFmG ,1544832827000
479,Nigerian military lifts Unicef ban after 'spy' row https://bbc.in/2Euw1x1 ,1544832698000
480,Migrant caravan: US to investigate after child dies in custody at border https://bbc.in/2Ewxnaf ,1544826945000
481,Wisconsin's Scott Walker strips incoming Democrat's powers https://bbc.in/2S1ydPD ,1544826677000
482,Trump names new acting chief of staff https://bbc.in/2RZ4ira ,1544826380000
483,Yemen war: Firing in Hudaydah raises fears for new truce https://bbc.in/2Exw773 ,1544821452000
484,Eleven die and dozens ill after eating rice at Indian temple https://bbc.in/2S1RCjx ,1544813480000
485,#Brexit: EU pledges to May unlikely to soften critics https://bbc.in/2RYk2e0 ,1544811609000
486,Indiana school shooting: Police say tipster saved countless lives https://bbc.in/2ExdCzD ,1544810344000
487,Ancient ring found by Netflix-inspired metal detector https://bbc.in/2Ew9xLZ ,1544809207000
488,Johnson & Johnson shares drop after report says firm 'knew' of asbestos https://bbc.in/2Ewdhx1 ,1544809038000
489,Decorated US soldier 'admitted murder in CIA job interview' https://bbc.in/2Ew8Imb ,1544808925000
490,Sarah Papenheim: US student stabbed to death in Rotterdam https://bbc.in/2EuI3pZ ,1544807940000
491,Isle of Man banks' dormant accounts' cash 'could go to charity' https://bbc.in/2Es75WI ,1544805526000
492,Shakira: Colombian pop star accused of tax evasion in Spain https://bbc.in/2Ew2xP1 ,1544805520000
493,"""Miracle"" baby diagnosed with Ebola at six days old survives https://bbc.in/2EvYbru ",1544804884000
494,Kanye West vs Drake: What's the story behind their war of words (and emojis)? https://bbc.in/2Ey1SN2 ,1544804619000
495,Jersey child smacking ban 'could have prevented abuse' https://bbc.in/2EuDiN5 ,1544801755000
496,"Mo money, mo problems 💵💵💵  When a cash truck starting spilling money onto a busy US highway, people rushed out of their cars to get some - and chaos ensued  [Tap to expand]  http://bbc.in/2EvpfqC  pic.twitter.com/fz19JtylxM",1544797705000
497,Yellow vest protests: is the movement spreading across Europe? And what do they want?   [Tap to expand]  http://bbc.in/2EumK84  pic.twitter.com/BVRC01QYwm,1544794893000
498,Japan medical schools 'rigged women's results' https://bbc.in/2S0ftQx ,1544793259000
499,Cesare Battisti: Brazil 'issues arrest warrant' for ex-militant https://bbc.in/2RZ9tYg ,1544791599000
500,🎶 Is there life on Mars? 🎶 (And will @NASA find it?) 🔭 https://bbc.in/2RUepgW ,1544789981000
501,Mesmerising 😍 @NASAJuno camera captures images of storms the size of Texas swirling across Jupiter   [Tap to expand]  http://bbc.in/2S0NekD  pic.twitter.com/Kqj2C2vNaz,1544788251000
502,India boy travels 280km to meet cricket idol Navjot Singh Sidhu https://bbc.in/2RYtjmr ,1544786642000
503,"No sexual consent means rape, Spain told by legal panel https://bbc.in/2RU4vvM ",1544785648000
504,Strasbourg Christmas market reopens after attack https://bbc.in/2S14W7E ,1544783483000
505,Somalia violence: Deadly clashes after arrest of Mukhtar Robow in Baidoa https://bbc.in/2S6W0NS ,1544782225000
506,Queensland Cyclone Owen: Powerful system may 'wreak havoc' https://bbc.in/2EtYcfh ,1544769431000
507,India PM Modi escapes investigation over Rafale jet deal https://bbc.in/2S4XQPG ,1544765846000
508,Migrant caravan: Girl dies in custody after crossing US-Mexico border https://bbc.in/2EtRJRB ,1544763485000
509,Indian national jailed over sex assault on US flight https://bbc.in/2S1dGe6 ,1544760505000
510,Southwest Airlines flight U-turns after human heart discovery https://bbc.in/2RZEECT ,1544752588000
511,My Neighbour Totoro: Studio Ghibli classic gets China release after 30 years https://bbc.in/2RYzA1z ,1544749160000
512,Kosovo's army dreamers enrage their Serbian neighbours https://bbc.in/2EsBTqz ,1544748648000
513,The fight over the Indian baby born in a bank queue https://bbc.in/2EtNyoU ,1544747347000
514,Three people were rescued after spending five days trapped inside an abandoned coal mine in the US  [Tap to expand]  https://bbc.in/2RVRl1i  pic.twitter.com/ds5ZeNfoFd,1544739330000
515,Senators vote to end US backing for Saudi war on Yemen https://bbc.in/2EujUQv ,1544735762000
516,Irish abortion bill passes in senate https://bbc.in/2EwD1Ju ,1544735006000
517,US-Africa: Bolton unveils plan to counter Russia and China influence https://bbc.in/2EqxOD2 ,1544734612000
518,Three people rescued from US coal mine after five days https://bbc.in/2RZxa2r ,1544733306000
519,Christmas market attacker 'neutralised' https://bbc.in/2EtIH7k ,1544733072000
520,Strasbourg shooting: Who are the victims? https://bbc.in/2RYr6Y2 ,1544732587000
521,Kim Jong-un face mask stirs controversy in South Korea https://bbc.in/2RSQ0IF ,1544732229000
522,Zuma ordered to refund South Africa for legal fees https://bbc.in/2EsWif2 ,1544731669000
523,Maria Butina: Russian activist pleads guilty in US https://bbc.in/2Eu2Vhi ,1544720554000
524,US recall after women say tampons 'unravel' during use https://bbc.in/2EvBmnR ,1544719229000
525,Strasbourg shootings: Armed police mount operation in Neudorf district https://bbc.in/2Eug3mf ,1544715918000
526,Trump: 'I never directed Michael Cohen to break the law' https://bbc.in/2Evo36T ,1544714644000
527,'Racist' Gandhi statue removed from University of Ghana https://bbc.in/2ErMdz5 ,1544714598000
528,Michael Spavor: The detained Canadian close to Kim Jong-un https://bbc.in/2EtZffl ,1544706783000
529,Nasa's Jupiter mission Juno reveals giant polar storms https://bbc.in/2RYEXNZ ,1544705561000
530,"""If the cloud's security is breached, then our enemies could use our information against us"" https://bbc.in/2Eve1CL ",1544704929000
531,German journalist Billy Six 'charged with espionage' in Venezuela https://bbc.in/2Etxa7Z ,1544703785000
532,Sri Lanka parliament sacking 'illegal' https://bbc.in/2RVY9fn ,1544703456000
533,Grace Millane: New Zealand anger over Google naming murder suspect https://bbc.in/2RWv9nX ,1544703451000
534,"It's raining money, hallelujah! 💸 https://bbc.in/2RXqkuD ",1544703330000
535,'If the factory closes what could I afford to eat?' https://bbc.in/2EsGWXN ,1544702369000
536,Lake Titicaca's underwater museum https://bbc.in/2RVbYut ,1544701180000
537,Two Israelis killed amid spate of West Bank attacks https://bbc.in/2RXdIDw ,1544699573000
538,Hungary 'slave labour' law sparks protest on parliament steps https://bbc.in/2RU3kMQ ,1544698955000
539,European media unimpressed by May confidence vote https://bbc.in/2Ev51gX ,1544698239000
540,DR Congo: Blaze hits electoral building as tense vote nears https://bbc.in/2RYSO76 ,1544697528000
541,Last Christmas for buskers' charity donation obligation? https://bbc.in/2RXgrNe ,1544693624000
542,Brexit: What does Ireland do if there’s no deal? https://bbc.in/2Erhl1z ,1544690074000
543,Australia seizes squirrels 'smuggled on plane from Bali' https://bbc.in/2RQyC7u ,1544682469000
544,Leopard kills India Buddhist monk meditating in forest https://bbc.in/2RWuqDc ,1544680976000
545,Turkey high-speed train crashes in Ankara https://bbc.in/2Et8EE4 ,1544678717000
546,North and South Korea soldiers cross DMZ in peace https://bbc.in/2RWw8Em ,1544675308000
547,Michael Spavor: Second Canadian 'missing' in China https://bbc.in/2RQg2MM ,1544672715000
548,Vahid Sayadi Nasiri: Jailed Iran activist dies on hunger strike https://bbc.in/2EsUwdW ,1544670164000
549,Lake Titicaca: Underwater museum brings hope to shores https://bbc.in/2RVg3Pz ,1544662088000
550,In pictures: Ethiopians drum for unity  https://bbc.in/2EtLBZs ,1544661548000
551,California man freed after two days trapped in restaurant grease vent https://bbc.in/2RVY4Z0 ,1544658268000
