tweet,created_at,username
Inside a US training course to arm teachers https://bbc.in/2Ek8mPA ,1544223507000,BBC
"A ""Code Red"" drill at a Florida high school created chaos as students, faculty, and parents were led to believe there was an active shooter on campus https://www.buzzfeednews.com/article/tanyachen/florida-high-school-chaos-active-shooter-drill-confusion?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544223612000,Buzzfeed
🎄 It’s the most wonderful — and accident-prone? — time of the year 🎄 https://www.buzzfeed.com/carolinekee/tell-us-holiday-related-injuries?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544224535000,Buzzfeed
"Special counsel Robert Mueller's office says former Trump campaign chair Paul Manafort told a series of lies after signing his plea deal in September, including lying about contact with people in the Trump administration https://www.buzzfeednews.com/article/zoetillman/paul-manafort-lied-trump-administration-robert-mueller?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544225078000,Buzzfeed
"Florida school officials have apologized after a quiz asking ""Does Nikolas Cruz Deserve to Die?"" was given to students at a Florida high school in the same district where the Parkland shooting happened https://www.buzzfeednews.com/article/skbaer/a-quiz-asking-if-the-parkland-shooter-should-die-was-given?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544225466000,Buzzfeed
"“I don’t relish the thought of him getting the death penalty. That’s my belief,” Mark Heyer told BuzzFeed News about the white supremacist convicted of killing his daughter.  https://www.buzzfeednews.com/article/blakemontgomery/heather-heyer-father-on-death-penalty?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544225694000,Buzzfeed
Syria war: US and UK say alleged rebel chemical attack 'fabricated' https://bbc.in/2EknWuI ,1544226366000,BBC
Prosecutors are accusing Harvey Weinstein of trying to sway public opinion about his rape case by manipulating the media through court filings https://www.buzzfeednews.com/article/claudiarosenbaum/harvey-weinstein-court-filings-media?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544226936000,Buzzfeed
This tennis tournament has ball dogs instead of ball kids 🎾🐶 pic.twitter.com/Kz55cABvPG,1544227320000,Buzzfeed
Want more reporting like this? Become a BuzzFeed News member:  https://support.buzzfeednews.com/  https://twitter.com/a_cormier_/status/1071174848746045441 …,1544227344000,Buzzfeed
"A California Catholic school discovered its former principal and another nun stole an estimated $500,000 over a decade for their personal use, potentially for travel and gambling https://www.buzzfeednews.com/article/claudiakoerner/two-nuns-stole-500000-from-a-catholic-school-and-may-have?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544228914000,Buzzfeed
Armenia election: Gloves come off after ‘Velvet Revolution’ https://bbc.in/2EkGb35 ,1544230773000,BBC
Ganges: The holy men fasting to death keep a river alive https://bbc.in/2RPiAug ,1544230915000,BBC
"This hockey team collected 35,000 teddy bears for charity in the most amazing way 🐻🏒 pic.twitter.com/epq7aFRXrU",1544230920000,Buzzfeed
India's richest family caps year of big fat weddings https://bbc.in/2RGO6ut ,1544233360000,BBC
"Heather Heyer’s mother previously told BuzzFeed News that James Alex Fields’ death ""would not bring Heather back."" https://www.buzzfeednews.com/article/blakemontgomery/heather-heyer-father-on-death-penalty?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544233640000,Buzzfeed
"A woman in Seattle died after becoming infected with a rare ""brain-eating"" amoeba after she used filtered water in a neti pot to clear her sinuses https://www.buzzfeednews.com/article/carolinekee/woman-died-brain-eating-amoeba-neti-pot?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544234278000,Buzzfeed
"Stealthing, contraceptive sabotage, and more. What exactly is reproductive coercion?  Follow @BuzzFeedYarns for more ""All Caught Up."" pic.twitter.com/AhhpZBwKFQ",1544237101000,Buzzfeed
The Air Force could have reported the Sutherland Springs church shooter to the FBI for violent crimes while he was enlisted. It didn't – six times. https://www.buzzfeednews.com/article/ellievhall/air-force-sutherland-springs-shooter-failed-reporting?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544238000000,Buzzfeed
"It's Ariana Grande's world and we're just living in it 🎤  Follow @BuzzFeedYarns for more ""All Caught Up."" pic.twitter.com/qilB5IKoCj",1544238900000,Buzzfeed
Yellow vest movement: France braces for 'ultraviolent' protests  https://bbc.in/2Ei3XwL ,1544239073000,BBC
NEW: The 9th Circuit Court of Appeals has denied the Trump administration’s attempt to reinstate its policy that bars asylum for those who cross into the country without authorization https://www.buzzfeednews.com/article/hamedaleaziz/trump-asylum-denied-immigrants-appeals-court?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544239120000,Buzzfeed
"The white supremacist who plowed into a crowd of protesters in Charlottesville, Virginia was convicted of killing Heather Heyer https://www.buzzfeednews.com/article/blakemontgomery/white-supremacist-guilty-murder-charlottesville?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544239800000,Buzzfeed
"These students are skipping class to give politicians a lesson in climate change.  Follow @BuzzFeedYarns for more ""All Caught Up."" pic.twitter.com/o72wD3TJIu",1544240700000,Buzzfeed
Japan eases immigration rules for workers https://bbc.in/2ROm7tb ,1544241478000,BBC
"The Netflix Christmas movie cinematic universe is real, and it wants to keep you watching all season long https://www.buzzfeednews.com/article/alannabennett/netflix-christmas-movies-connected-christmas-prince?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544241601000,Buzzfeed
Six dead in Italy nightclub stampede https://bbc.in/2RGUfqH ,1544242052000,BBC
Special counsel Robert Mueller's filing on Michael Cohen provided five new facts about the Russia probe.   Here's what we learned 👇 https://www.buzzfeednews.com/article/chrisgeidner/mueller-russia-investigation-five-big-things?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544242104000,Buzzfeed
1. Mueller sees a connection between the Trump Tower Moscow project and the core of his investigation into election interference  https://www.buzzfeednews.com/article/chrisgeidner/mueller-russia-investigation-five-big-things?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/5pwwJCy49u,1544242240000,Buzzfeed
"2. As such, Mueller appears to see Cohen's false statements to Congress about the project as part of his obstruction of justice investigation and hints at the possibility that Cohen had help in preparing his statements https://www.buzzfeednews.com/article/chrisgeidner/mueller-russia-investigation-five-big-things?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544242287000,Buzzfeed
3. Mueller has evidence that those with Trump connections and those claiming connections to Putin were both interested in arranging a Trump-Putin meeting before a single vote was cast in the 2016 election  https://www.buzzfeednews.com/article/chrisgeidner/mueller-russia-investigation-five-big-things?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544242331000,Buzzfeed
"4. Cohen has given Mueller information about key ""Russia-related matters"" that Cohen knew about because of his close contact with Trump Organization executives  https://www.buzzfeednews.com/article/chrisgeidner/mueller-russia-investigation-five-big-things?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544242382000,Buzzfeed
"5. Finally, Mueller has determined that information Cohen provided about his contact with people connected to the Trump White House is ""relevant and useful"" to Mueller's investigation  https://www.buzzfeednews.com/article/chrisgeidner/mueller-russia-investigation-five-big-things?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544242404000,Buzzfeed
Prosecutors recommended “substantial” prison time for ex-Trump lawyer Michael Cohen on charges including campaign finance crimes. https://www.buzzfeednews.com/article/chrisgeidner/cohen-prosectors-sentencing-memo?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544243400000,Buzzfeed
The special counsel said ex-Trump campaign chair Paul Manafort lied about his contacts with Trump administration officials. https://www.buzzfeednews.com/article/zoetillman/paul-manafort-lied-trump-administration-robert-mueller?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544245200000,Buzzfeed
"""Deep down, most people know the way animals are treated by factory farms is morally indefensible. But it's easier to look the other way and mock the kooky vegans."" https://www.buzzfeednews.com/article/summeranne/its-easier-to-laugh-at-peta-than-it-is-to-admit-your-meat?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544247000000,Buzzfeed
Complacency kills: Caribbean gears up for tsunamis https://bbc.in/2RJUIbu ,1544247981000,BBC
"Students and parents told BuzzFeed News that students were crying, running for their lives, and suffered panic attacks during an active shooter drill that was believed to be real https://www.buzzfeednews.com/article/tanyachen/florida-high-school-chaos-active-shooter-drill-confusion?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544248800000,Buzzfeed
"Heather Heyer’s mother previously told BuzzFeed News that James Alex Fields’ death ""would not bring Heather back."" https://www.buzzfeednews.com/article/blakemontgomery/heather-heyer-father-on-death-penalty?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544254200000,Buzzfeed
Graham Dwyer: What does phone data ruling mean? https://bbc.in/2EkJAis ,1544255105000,BBC
"Ariana Grande has given us even more behind-the-scenes glimpses at the making of ""Thank U, Next"" including a cameo from Kim Kardashian https://www.buzzfeednews.com/article/marcusjones/ariana-grande-thank-u-next-behind-the-scenes-kardashian?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544256000000,Buzzfeed
"Two nuns admitted to embezzling an estimated $500,000 from a California Catholic school for over a decade https://www.buzzfeednews.com/article/claudiakoerner/two-nuns-stole-500000-from-a-catholic-school-and-may-have?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544257800000,Buzzfeed
What a week it's been https://www.buzzfeednews.com/article/gabrielsanchez/most-powerful-photos-of-this-week-december-7?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544259601000,Buzzfeed
Lingering political disputes over abortion language are holding up a bill that could drastically lower insurance premiums for millions of people https://www.buzzfeednews.com/article/paulmcleod/abortion-health-care-obamacare-bill?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544263200000,Buzzfeed
"Latest pictures of clashes between police and ""yellow vest"" anti-government protesters in Paris    http://bbc.in/2RKOEPZ  pic.twitter.com/hFnuvyKJ2k",1544263296000,BBC
"Nearly a decade later, ""Jennifer's Body"" is being embraced in the #MeToo age as a misunderstood classic https://www.buzzfeednews.com/article/louispeitzman/jennifers-body-diablo-cody-karyn-kusama-feminist-horror?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544265000000,Buzzfeed
The co-owner of Green Goat Landscapers said the heist of 60 pregnant goats occurred over the Thanksgiving holiday https://www.buzzfeednews.com/article/maryanngeorgantopoulos/stolen-60-pregnant-goats-california-farm?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544266800000,Buzzfeed
Road accidents biggest killer of young people - WHO https://bbc.in/2RIEgZ2 ,1544267444000,BBC
"Trump lashed out at his former secretary of state, calling Rex Tillerson stupid and lazy after the former top diplomat said the president was ""undisciplined"" https://www.buzzfeednews.com/article/davidmack/trump-rex-tillerson-dumb-rock-undisciplined?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544268600000,Buzzfeed
A dramatic end to a high-speed police pursuit in Oklahoma   [Tap to expand]  http://bbc.in/2Eke1Fh  pic.twitter.com/oAgENR78Gs,1544270179000,BBC
When driving with your dog in the car goes wrong - a lucky escape for this pet  [Tap to expand]  http://bbc.in/2EjyutX  pic.twitter.com/SN4btrFyrW,1544270307000,BBC
"A high school French teacher was fired after he repeatedly refused to use a transgender boy’s male pronoun, citing his religious beliefs https://www.buzzfeednews.com/article/maryanngeorgantopoulos/teacher-fired-transgender-student-pronoun?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544270400000,Buzzfeed
Police in Paris have fired tear gas on protesters as a fourth weekend of anti-government protests turned violent http://bbc.in/2EjWSf2 ,1544271439000,BBC
Have a ridiculous holiday-related injury you look back at and laugh about now? Drop us a line: https://www.buzzfeed.com/carolinekee/tell-us-holiday-related-injuries?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544272080000,Buzzfeed
Five teenagers and a woman were killed after panic caused a stampede at an Italian nightclub https://www.buzzfeed.com/hazelshearing/italy-nightclub-stampede?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544273880000,Buzzfeed
Here's what Robert Mueller's sentencing memorandum in response to Michael Cohen's guilty plea says about the Russia investigation https://www.buzzfeednews.com/article/chrisgeidner/mueller-russia-investigation-five-big-things?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544275680000,Buzzfeed
A federal appeals court denied the Trump administration’s attempt to reinstate its policy that bars asylum for those who cross into the country without authorization https://www.buzzfeednews.com/article/hamedaleaziz/trump-asylum-denied-immigrants-appeals-court?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544277480000,Buzzfeed
"Abortion in Italy is legal, but so is a doctor refusing to perform one. This gynecologist wants to make hospitals safer for all women. https://www.buzzfeednews.com/article/nishitajha/italy-abortion-rights-silvana-agatone?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544278032000,Buzzfeed
"Follow @broderick, who is covering the #GiletJaunes protests in Paris https://twitter.com/broderick/status/1071406106709241856 …",1544278198000,Buzzfeed
The news is chaotic. Reading it doesn't have to be 📚  Sign up for our morning newsletter  https://bzfd.it/2yR6A3k ,1544278980000,Buzzfeed
Robert Mueller’s filing on Michael Cohen gave us new insight into the Russia probe. Here are five big things we learned 🔎🇷🇺 https://www.buzzfeednews.com/article/chrisgeidner/mueller-russia-investigation-five-big-things?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544280161000,Buzzfeed
Huawei arrest: China demands Canada free Meng Wanzhou https://bbc.in/2RQCm8I ,1544280191000,BBC
"Pulitzer Prize-winning poet Natasha Trethewey lost her mother to violence when she was 19. ""It is the thing that drove her to writing, in the hopes that she might make sense of the trauma,"" writes @NifMuhammad https://www.buzzfeednews.com/article/hanifabdurraqib/poet-natasha-trethewey-is-trying-to-hold-her-country?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544280685000,Buzzfeed
Gypsy Girl: Missing mosaic pieces returned to Turkey https://bbc.in/2RPq4xK ,1544281625000,BBC
"Paris ""yellow vest"" protests:  - Fourth weekend of anti-government demonstrations - Up to 8,000 demonstrators in city centre - More than 500 people taken into custody - At least 30 people hurt, including three police officers  Latest:  http://bbc.in/2RLoixA  pic.twitter.com/0BLFHMw422",1544282013000,BBC
"Two nuns stole $500,000 from a Catholic school and may have used it for traveling and gambling https://www.buzzfeednews.com/article/claudiakoerner/two-nuns-stole-500000-from-a-catholic-school-and-may-have?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544282523000,Buzzfeed
"French police deployed tear gas and stun grenades during clashes with ""Yellow Vest"" protestors on the famed Parisian boulevard the Champs-Élysées on Saturday https://www.buzzfeednews.com/article/ryanhatesthis/paris-protets-yellow-vests?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544283453000,Buzzfeed
"Always, always, always use sterile water with a neti pot. A woman who used filtered tap water died after being infected with a rare ""brain-eating"" amoeba. https://www.buzzfeednews.com/article/carolinekee/woman-died-brain-eating-amoeba-neti-pot?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544284801000,Buzzfeed
Algeria beatifications are first in a Muslim nation https://bbc.in/2RLuDJo ,1544285421000,BBC
"Prosecutors are accusing Harvey Weinstein of using his latest court filings to manipulate public opinion ""rather than for any legitimate purpose"" https://www.buzzfeednews.com/article/claudiarosenbaum/harvey-weinstein-court-filings-media?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544286300000,Buzzfeed
"Heather Heyer's father doesn't want the white supremacist who killed her to get the death penalty. Her mother has previously said his death ""would not bring Heather back."" https://www.buzzfeednews.com/article/blakemontgomery/heather-heyer-father-on-death-penalty?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544287800000,Buzzfeed
This tennis tournament has ball dogs instead of ball kids 🎾🐶 pic.twitter.com/0S4VX9XS25,1544288760000,Buzzfeed
This little kid got super nervous when meeting the queen and... peaced tf out https://www.buzzfeednews.com/article/stephaniemcneal/kid-overwhelmed-meeting-the-queen?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544289600000,Buzzfeed
Students in the same school district as Marjory Stoneman Douglas High School were given a quiz asking if the Parkland shooter should die https://www.buzzfeednews.com/article/skbaer/a-quiz-asking-if-the-parkland-shooter-should-die-was-given?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544289600000,Buzzfeed
Priyanka Chopra: US writer sorry for 'scam artist' comment https://bbc.in/2Elsu40 ,1544290351000,BBC
"The Russian national named in yesterday’s Cohen memo is a weightlifter that Ivanka Trump instructed Cohen to speak with about the Moscow Tower.  Our story from June 2018 by @LoopEmma, @JasonLeopold, and @a_cormier_ https://www.buzzfeednews.com/article/anthonycormier/ivanka-trump-putin-moscow-meeting-michael-cohen-tower?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544290500000,Buzzfeed
"ISIS researchers have become collateral damage of the West's war on terrorism: ""It was a moral and political disaster"" https://www.buzzfeednews.com/article/mitchprothero/isis-researchers-have-become-the-collateral-damage-of-the?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544291346000,Buzzfeed
Paris: Police have clashed with demonstrators as anti-government protests turned violent again   [Tap to expand]  http://bbc.in/2EjpNzT  pic.twitter.com/HmllaytnID,1544291587000,BBC
"Cyntoia Brown, a teenage sex trafficking victim, must spend at least 51 years in prison for fatally shooting a man who hired her for sex when she was just 16, a court ruled https://www.buzzfeednews.com/article/amberjamieson/cyntoia-brown-ruling-tennessee-prison?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544292601000,Buzzfeed
"BREAKING: Chief of staff John Kelly is leaving the White House, Trump says.  https://www.buzzfeednews.com/article/tariniparti/john-kelly-donald-trump-exit-white-house-chief-of-staff?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544293270000,Buzzfeed
John Kelly was Trump's second chief of staff and attempted to impose order on a chaotic White House. https://www.buzzfeednews.com/article/tariniparti/john-kelly-donald-trump-exit-white-house-chief-of-staff?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544293668000,Buzzfeed
Trump chief of staff John Kelly to quit https://bbc.in/2RJ35Eo ,1544293706000,BBC
A school board voted unanimously to fire a teacher who repeatedly refused to use a transgender boy's male pronouns https://www.buzzfeednews.com/article/maryanngeorgantopoulos/teacher-fired-transgender-student-pronoun?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544293800000,Buzzfeed
NEW: The Feds are investigating the millions of anti-net neutrality comments filed with stolen identities https://www.buzzfeednews.com/article/kevincollier/feds-investigation-net-neutrality-comments?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544293864000,Buzzfeed
"Sources close to the president told BuzzFeed News they expect Trump to select Vice President Mike Pence's chief of staff, Nick Ayers, as John Kelly's replacement. https://www.buzzfeednews.com/article/tariniparti/john-kelly-donald-trump-exit-white-house-chief-of-staff?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544294358000,Buzzfeed
Language about abortion is holding up a bipartisan bill to lower insurance costs https://www.buzzfeednews.com/article/paulmcleod/abortion-health-care-obamacare-bill?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544297467000,Buzzfeed
A rare albino whitetail deer was spotted in Tennessee 👀 pic.twitter.com/wKVGHar4l2,1544297760000,Buzzfeed
A 13-year-old autistic student died after being physically restrained at school https://www.buzzfeednews.com/article/skbaer/student-autism-death-school-restraint?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544299303000,Buzzfeed
"The Sutherland Springs church mass shooter was dishonorably discharged from the Air Force after assaulting his wife and 11-month-old stepson.  During the investigation and court-martial process, officials failed 6 times to report him to the FBI. https://www.buzzfeednews.com/article/ellievhall/air-force-sutherland-springs-shooter-failed-reporting?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544300400000,Buzzfeed
"Despite its disastrous marketing, ""Jennifer's Body"" is finally having the moment it deserves.  ""I genuinely don’t believe people were ready for a movie like that at that time in our society and culture,"" Megan Fox said. https://www.buzzfeednews.com/article/louispeitzman/jennifers-body-diablo-cody-karyn-kusama-feminist-horror?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544301840000,Buzzfeed
Lyudmila Alexeyeva: Russian human rights activist dies aged 91 https://bbc.in/2ElFINY ,1544302522000,BBC
"""Nobody ever criticizes the state of the game cast when they're hot"": @elliottwilson was not here for  http://Will.I.Am  criticizing the current state of hip hop 🤭😂  Catch #HellaOpinions Wednesdays at 9pm ET right here on Twitter 🍹 pic.twitter.com/HxbDAwPdnZ",1544302920000,Buzzfeed
The Netflix Christmas Movie Cinematic Universe has arrived https://www.buzzfeednews.com/article/alannabennett/netflix-christmas-movies-connected-christmas-prince?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544304300000,Buzzfeed
"Chris Eason says he handed a blank, signed, unsealed ballot to the man at the center of the North Carolina election fraud scandal. Sure enough, public records show, the ballot ended up signed, sealed, and witnessed at the county Board of Elections. https://www.buzzfeednews.com/article/otilliasteadman/election-fraud-alleged-north-carolina-investigation?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544305389000,Buzzfeed
"The man at center of the scandal, McCrae Dowless, ran an absentee ballot machine that operated with stacks of cash, pills, and votes tracked on yellow paper, say two women who worked with him https://www.buzzfeednews.com/article/briannasacks/dowless-britt-inside-north-carolina-absentee-ballot-machine?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544305734000,Buzzfeed
"This hockey team collected 35,000 teddy bears for charity in the most amazing way 🐻🏒 pic.twitter.com/f85AektRxF",1544306520000,Buzzfeed
A high school descended into utter chaos after a fake code red alarm — designed to make students and teachers think it was real — caused panic attacks and a stampede. The school seems to blame students for sharing their panic on social media. https://www.buzzfeednews.com/article/tanyachen/florida-high-school-chaos-active-shooter-drill-confusion?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544307900000,Buzzfeed
"Ariana Grande released a behind-the-scenes video for ""thank u, next"" featuring a cameo by Kim Kardashian https://www.buzzfeednews.com/article/marcusjones/ariana-grande-thank-u-next-behind-the-scenes-kardashian?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544308800000,Buzzfeed
"The US and Mexican militaries are trying to ""Trump-proof"" a partnership that took decades to build https://www.buzzfeednews.com/article/verabergengruen/the-us-and-mexican-militaries-are-trying-to-trump-proof-a?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544310300000,Buzzfeed
Quantas Airways asked its staff to volunteer to work for free over the Christmas period https://www.buzzfeed.com/hannahryan/qantas-has-asked-its-staff-to-volunteer-over-the-christmas?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544311800000,Buzzfeed
"Beyoncé and Jay-Z had us all ""Crazy In Love"" with their 🔥performance at the Global Citizen Festival in South Africa 🇿🇦  Catch #HellaOpinions Wednesdays at 9pm ET on Twitter via @BuzzFeedNews 🍹 pic.twitter.com/EawCjUz2KK",1544313780000,Buzzfeed
Time's Up has raised more money than any other GoFundMe campaign in history. The efforts reveal how much saying #MeToo can cost you. https://www.buzzfeednews.com/article/jtes/gofundme-timesup-metoo-fundraising-record?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544315100000,Buzzfeed
"“I don’t relish the thought of him getting the death penalty. That’s my belief,” Mark Heyer told BuzzFeed News of the white supremacist convicted of killing his daughter, Heather Heyer. https://www.buzzfeednews.com/article/blakemontgomery/heather-heyer-father-on-death-penalty?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544317200000,Buzzfeed
Armenia leader Nikol Pashinyan holds test snap election https://bbc.in/2RI45sg ,1544317750000,BBC
Paris police deployed tear gas and stun grenades amid clashes with demonstrators as the so-called “Yellow Vests” protests that have rocked France in recent weeks showed no sign of stopping https://www.buzzfeednews.com/article/ryanhatesthis/paris-protets-yellow-vests?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544319000000,Buzzfeed
Acquitted of blasphemy and living in fear in Pakistan https://bbc.in/2RJ8ZW3 ,1544319607000,BBC
A 69-year-old woman from Seattle died after becoming infected with a rare “brain-eating” amoeba after using filtered tap water in a neti pot https://www.buzzfeednews.com/article/carolinekee/woman-died-brain-eating-amoeba-neti-pot?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544320800000,Buzzfeed
MBS: My strange experience of teaching the Saudi crown prince  https://bbc.in/2EjWe17 ,1544320925000,BBC
Uganda party cruise tragedy: ‘Too drunk to balance the boat’ https://bbc.in/2RLztGu ,1544321210000,BBC
"Just over 24 hours after being released from federal prison for lying to the FBI, George Papadopoulos sat down for an interview with right-wing personality Mike Cernovich https://www.buzzfeednews.com/article/verabergengruen/george-papadopoulos-first-post-jail-appearance?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544321772000,Buzzfeed
"“John Kelly will be leaving toward the end of the year,” Trump told reporters of his chief of staff, describing him as ""a great guy."" https://www.buzzfeednews.com/article/tariniparti/john-kelly-donald-trump-exit-white-house-chief-of-staff?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544322600000,Buzzfeed
Joao de Deus: Brazil 'spiritual healer' accused of sex abuse https://bbc.in/2RILbl1 ,1544322677000,BBC
"""Nobody ever criticizes the state of the game cast when they're hot"": @elliottwilson was not here for  http://Will.I.Am  criticizing the current state of hip hop 🤭😂  Catch #HellaOpinions Wednesdays at 9pm ET right here on Twitter 🍹 pic.twitter.com/ViVUSHDQCL",1544324520000,Buzzfeed
Yellow vest protests: France's Édouard Philippe seeks 'unity' after unrest https://bbc.in/2RJOit6 ,1544326140000,BBC
"The Tennessee Supreme Court says Cyntoia Brown, who fatally shot a man who was paying her for sex when she was just 16, must be imprisoned for at least 51 years  https://www.buzzfeednews.com/article/amberjamieson/cyntoia-brown-ruling-tennessee-prison?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544326200000,Buzzfeed
The Justice Department is investigating whether crimes were committed when potentially millions of people’s identities were posted to the FCC’s website without their permission https://www.buzzfeednews.com/article/kevincollier/feds-investigation-net-neutrality-comments?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544328000000,Buzzfeed
"A California Catholic school discovered its former principal and another nun stole an estimated $500,000 over a decade for their personal use, potentially for travel and gambling https://www.buzzfeednews.com/article/claudiakoerner/two-nuns-stole-500000-from-a-catholic-school-and-may-have?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544329800000,Buzzfeed
"“We had to ask the tech companies to crack down because we were watching ISIS use the internet to build a very large threat, and more than just propaganda; they were actively using it to direct operations.” https://www.buzzfeednews.com/article/mitchprothero/isis-researchers-have-become-the-collateral-damage-of-the?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544331600000,Buzzfeed
The father of a 13-year-old North Carolina girl who was raped and killed after being kidnapped outside her home last month was unable to attend his daughter's funeral after being denied a temporary visa https://www.buzzfeednews.com/article/skbaer/father-slain-north-carolina-girl-denied-visa?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544333140000,Buzzfeed
"The assignment, titled ""Does Nikolas Cruz Deserve to Die?,"" was given to students at Coral Glades High School in the same Florida school district where the Parkland shooting killed 17 people  https://www.buzzfeednews.com/article/skbaer/a-quiz-asking-if-the-parkland-shooter-should-die-was-given?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544333400000,Buzzfeed
"Pulitzer Prize-winning poet Natasha Trethewey lost her mother to violence when she was 19.   ""It is the thing that drove her to writing, in the hopes that she might make sense of the trauma,"" writes @NifMuhammad https://www.buzzfeednews.com/article/hanifabdurraqib/poet-natasha-trethewey-is-trying-to-hold-her-country?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544335200000,Buzzfeed
"The assignment, titled ""Does Nikolas Cruz Deserve to Die?,"" was given to students at Coral Glades High School in Coral Springs on Friday https://www.buzzfeednews.com/article/skbaer/a-quiz-asking-if-the-parkland-shooter-should-die-was-given?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1544337000000,Buzzfeed
Sixty pregnant goats were stolen from a California farm in an elaborate plot in which the thieves shut off power to an electric fence and distracted a guard dog https://www.buzzfeednews.com/article/maryanngeorgantopoulos/stolen-60-pregnant-goats-california-farm?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544338800000,Buzzfeed
Need a good book this weekend? Look no further. https://www.buzzfeednews.com/article/ariannarebolini/best-fiction-of-2018?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1544340600000,Buzzfeed
